Frames,ARIEL X,ARIEL Y,ARIEL Z,LFHD X,LFHD Y,LFHD Z,LBHD X,LBHD Y,LBHD Z,RFHD X,RFHD Y,RFHD Z,RBHD X,RBHD Y,RBHD Z,C7 X,C7 Y,C7 Z,T10 X,T10 Y,T10 Z,CLAV X,CLAV Y,CLAV Z,STRN X,STRN Y,STRN Z,LFSH X,LFSH Y,LFSH Z,LBSH X,LBSH Y,LBSH Z,LUPA X,LUPA Y,LUPA Z,LELB X,LELB Y,LELB Z,LIEL X,LIEL Y,LIEL Z,LOWR X,LOWR Y,LOWR Z,LIWR X,LIWR Y,LIWR Z,LWRE X,LWRE Y,LWRE Z,LIHAND X,LIHAND Y,LIHAND Z,LOHAND X,LOHAND Y,LOHAND Z,RFSH X,RFSH Y,RFSH Z,RBSH X,RBSH Y,RBSH Z,RUPA X,RUPA Y,RUPA Z,RELB X,RELB Y,RELB Z,RIEL X,RIEL Y,RIEL Z,ROWR X,ROWR Y,ROWR Z,RIWR X,RIWR Y,RIWR Z,RWRE X,RWRE Y,RWRE Z,RIHAND X,RIHAND Y,RIHAND Z,ROHAND X,ROHAND Y,ROHAND Z,LFWT X,LFWT Y,LFWT Z,LMWT X,LMWT Y,LMWT Z,LBWT X,LBWT Y,LBWT Z,RFWT X,RFWT Y,RFWT Z,RMWT X,RMWT Y,RMWT Z,RBWT X,RBWT Y,RBWT Z,LHIP X,LHIP Y,LHIP Z,LKNE X,LKNE Y,LKNE Z,LKNI X,LKNI Y,LKNI Z,LSHN X,LSHN Y,LSHN Z,LANK X,LANK Y,LANK Z,LHEL X,LHEL Y,LHEL Z,LMT5 X,LMT5 Y,LMT5 Z,LMT1 X,LMT1 Y,LMT1 Z,LTOE X,LTOE Y,LTOE Z,RHIP X,RHIP Y,RHIP Z,RKNE X,RKNE Y,RKNE Z,RKNI X,RKNI Y,RKNI Z,RSHN X,RSHN Y,RSHN Z,RANK X,RANK Y,RANK Z,RHEL X,RHEL Y,RHEL Z,RMT5 X,RMT5 Y,RMT5 Z,RMT1 X,RMT1 Y,RMT1 Z,RTOE X,RTOE Y,RTOE Z
59,-1037.971,1619.744,174.85,-990.296,1561.287,250.045,-890.01,1547.84,192.928,-1061.849,1541.239,99.115,-965.318,1523.4,56.511,-864.836,1362.437,84.395,-837.469,1138.538,56.514,-1009.449,1280.827,171.389,-1051.833,1119.266,184.869,-925.583,1277.664,259.319,-775.902,1286.544,183.509,-793.404,1153.687,377.376,-830.388,1101.188,468.43,-861.474,1048.621,418.993,-959.266,1021.187,628.738,-1027.224,1054.679,594.673,-914.573,1055.658,571.844,-1057.398,1035.906,675.43,-1010.247,997.604,689.204,-1053.84,1288.385,40.056,-902.523,1292.964,-34.836,-986.642,1182.803,-142.983,-1038.016,1071.619,-197.006,-980.216,1033.34,-153.586,-1092.574,857.795,-254.976,-1149.541,855.248,-198.918,-1093.649,956.934,-226.954,-1162.225,809.064,-228.227,-1113.164,785.269,-272.258,-961.602,942.428,259.829,-1089.809,947.753,191.912,-828.408,934.73,134.659,-1099.214,958.773,63.989,-882.865,940.893,42.497,-944.069,950.614,-19.407,-959.257,652.77,349.148,-937.288,472.363,379.108,-1028.044,432.116,323.077,-890.833,333.356,394.148,-918.118,95.691,462.53,-892.545,43.612,395.32,-1002.232,41.151,576.704,-1057.625,41.835,496.21,-1079.809,33.098,571.325,-1077.346,609.226,-31.762,-1133.829,439.524,21.749,-1069.906,409.988,95.435,-1104.889,261.442,-42.534,-1042.296,123.05,-175.91,-953.408,108.327,-216.282,-1125.842,47.118,-96.614,-1063.379,53.793,-52.271,-1107.201,46.559,-27.468
60,-1037.497,1617.984,167.811,-989.702,1559.542,242.906,-889.098,1547.027,186.169,-1060.575,1539.598,91.657,-963.748,1522.622,49.308,-863.309,1361.443,76.469,-836.097,1137.627,47.897,-1007.698,1279.589,163.467,-1050.155,1118.014,176.574,-923.5,1276.016,251.215,-774.06,1285.13,175.001,-791.764,1150.414,367.468,-829.433,1096.923,457.846,-860.198,1045.065,407.519,-961.375,1016.342,615.526,-1028.844,1050.894,580.579,-915.466,1050.959,559.663,-1060.113,1031.504,660.703,-1013.584,992.642,674.916,-1052.447,1287.451,32.246,-901.371,1292.031,-42.91,-985.851,1181.827,-151.012,-1037.497,1070.494,-204.541,-979.331,1032.314,-161.401,-1092.589,856.506,-261.358,-1149.064,854.182,-204.773,-1093.412,955.71,-233.627,-1162.105,807.903,-233.903,-1113.455,783.91,-278.179,-959.77,940.976,250.783,-1088.116,946.678,183.315,-826.661,933.28,125.722,-1098.099,958.018,55.466,-881.601,940.074,33.807,-942.781,950.145,-27.943,-957.949,652.757,341.035,-935.881,472.702,372.972,-1026.749,431.883,317.341,-889.917,333.652,390.039,-919.137,97.337,462.401,-894.145,44.974,395.3,-1002.464,41.341,577.219,-1058.064,42.267,496.939,-1079.95,33.021,571.79,-1076.353,608.796,-40.098,-1131.765,438.62,14.467,-1067.968,410.1,88.134,-1102.511,259.172,-46.591,-1039.687,119.457,-177.852,-950.464,103.063,-217.284,-1125.26,46.88,-97.459,-1062.905,53.587,-52.969,-1107.056,46.874,-28.232
61,-1037.029,1616.284,160.755,-989.094,1557.84,235.764,-888.184,1546.315,179.3,-1059.296,1538.078,84.175,-962.194,1521.956,42.08,-861.724,1360.573,68.407,-834.634,1136.828,39.002,-1005.791,1278.399,155.566,-1048.298,1116.807,168.264,-921.185,1274.424,243.079,-772.092,1283.812,166.367,-789.992,1147.03,357.228,-828.339,1092.504,446.86,-858.719,1041.48,395.609,-963.156,1010.996,601.773,-1029.869,1046.405,566.134,-915.57,1046.138,547.755,-1062.476,1026.483,645.523,-1016.527,987.101,660.05,-1050.976,1286.56,24.473,-900.192,1291.223,-51.059,-985.193,1180.947,-159.141,-1037.092,1069.539,-212.09,-978.583,1031.389,-169.275,-1092.66,855.383,-267.854,-1148.667,853.312,-210.747,-1093.237,954.675,-240.365,-1162.067,806.962,-239.633,-1113.761,782.723,-284.187,-957.461,939.493,241.51,-1086.202,945.623,174.74,-824.655,931.848,116.33,-1096.988,957.429,46.982,-880.23,939.362,24.826,-941.57,949.933,-36.606,-956.47,652.894,332.563,-934.373,473.243,366.511,-1025.45,431.901,311.373,-888.953,334.132,385.581,-920.363,99.28,462.147,-896.125,46.65,394.962,-1002.798,41.581,577.511,-1058.534,42.647,497.543,-1080.132,32.981,572.146,-1075.744,608.493,-48.422,-1130.023,438.005,7.407,-1066.171,410.627,81.189,-1100.105,257.312,-50.245,-1036.487,115.854,-178.858,-946.731,97.641,-216.941,-1124.776,47.199,-97.968,-1062.264,53.23,-53.111,-1107.119,46.96,-28.643
62,-1036.531,1614.634,153.719,-988.406,1556.227,228.591,-887.23,1545.723,172.438,-1057.92,1536.614,76.716,-960.568,1521.443,34.85,-860.035,1359.792,60.319,-833.065,1136.178,29.879,-1003.785,1277.333,147.716,-1046.245,1115.694,160.035,-918.641,1272.874,234.876,-769.97,1282.581,157.646,-788.09,1143.644,346.708,-827.013,1088.051,435.569,-857.044,1037.939,383.402,-964.568,1005.237,587.566,-1030.549,1041.395,551.324,-915.981,1040.788,534.707,-1064.472,1020.808,629.957,-1019.016,980.937,644.726,-1049.476,1285.824,16.787,-899.008,1290.634,-59.276,-984.657,1180.252,-167.191,-1036.759,1068.789,-219.64,-977.889,1030.7,-177.159,-1092.74,854.472,-274.461,-1148.301,852.677,-216.846,-1093.056,953.828,-247.139,-1162.036,806.251,-245.487,-1114.062,781.735,-290.325,-954.808,938.045,232.055,-1083.94,944.742,166.228,-822.468,930.502,106.53,-1095.814,957.067,38.571,-878.728,938.781,15.533,-940.522,949.945,-45.327,-954.836,653.224,323.765,-932.753,473.939,359.728,-1024.123,432.211,305.242,-887.96,334.778,380.698,-921.766,101.455,461.556,-898.572,48.685,394.168,-1003.207,41.897,577.305,-1059.131,42.932,497.991,-1080.244,33.025,572.321,-1075.417,608.308,-56.879,-1128.438,437.717,0.352,-1064.514,411.562,74.559,-1097.653,255.749,-53.76,-1032.66,112.184,-179.184,-942.221,92.098,-215.479,-1123.938,47.408,-98.373,-1061.606,52.938,-52.636,-1107.34,46.975,-28.917
63,-1035.963,1613.01,146.682,-987.643,1554.682,221.42,-886.215,1545.244,165.569,-1056.477,1535.227,69.201,-958.867,1521.023,27.629,-858.189,1359.156,52.24,-831.472,1135.671,20.642,-1001.568,1276.372,139.914,-1043.942,1114.714,151.903,-915.913,1271.437,226.642,-767.727,1281.488,148.888,-786.069,1140.296,335.912,-825.507,1083.597,424.14,-855.11,1034.533,370.915,-965.697,999.024,572.958,-1030.978,1035.873,536.165,-916.138,1035.186,521.369,-1066.172,1014.473,614.013,-1021.102,974.192,628.945,-1047.825,1285.213,9.167,-897.762,1290.27,-67.522,-984.174,1179.816,-175.261,-1036.505,1068.27,-227.152,-977.195,1030.268,-185.115,-1092.746,853.802,-281.161,-1147.972,852.283,-223.156,-1092.929,953.237,-253.98,-1161.965,805.804,-251.575,-1114.306,780.977,-296.513,-951.75,936.718,222.68,-1081.436,943.991,157.86,-820.194,929.256,96.406,-1094.54,956.856,30.332,-877.339,938.348,6.015,-939.649,950.046,-54.128,-952.902,653.769,314.697,-930.988,474.77,352.669,-1022.713,432.901,298.895,-886.956,335.496,375.202,-923.448,103.829,460.549,-901.561,51.101,392.78,-1003.593,42.302,576.795,-1059.742,43.123,498.216,-1080.256,33.156,572.279,-1075.372,608.134,-65.766,-1126.782,437.674,-6.901,-1062.894,412.671,68.05,-1094.991,254.365,-57.47,-1028.32,108.553,-179.147,-937.147,86.475,-213.156,-1122.873,47.713,-98.94,-1061.185,52.748,-52.282,-1107.677,47.069,-29.304
64,-1035.315,1611.45,139.662,-986.822,1553.163,214.244,-885.088,1544.813,158.707,-1054.947,1533.853,61.717,-956.528,1520.655,20.24,-856.223,1358.609,44.15,-829.887,1135.259,11.367,-999.191,1275.576,132.197,-1041.434,1113.879,143.859,-913.08,1270.191,218.444,-765.316,1280.514,140.1,-783.894,1137.077,324.97,-823.8,1079.212,412.572,-852.938,1031.235,358.366,-966.508,992.444,558.06,-1031.162,1029.863,520.752,-916.088,1029.398,507.845,-1067.611,1007.458,597.706,-1022.796,966.88,612.762,-1046.144,1284.81,1.689,-896.442,1290.114,-75.738,-983.729,1179.624,-183.262,-1036.291,1068.028,-234.578,-976.552,1030.101,-193.098,-1092.688,853.397,-287.938,-1147.602,852.154,-229.582,-1092.799,952.915,-260.91,-1161.887,805.663,-257.831,-1114.479,780.508,-302.913,-948.403,935.489,213.321,-1078.682,943.434,149.64,-817.855,928.116,85.918,-1093.106,956.777,22.32,-876.015,937.992,-3.687,-939.195,950.195,-62.822,-950.608,654.486,305.468,-929.006,475.677,345.278,-1021.218,434.016,292.516,-885.945,336.194,369.05,-925.265,106.241,458.976,-905.128,53.715,390.658,-1004.004,42.927,575.806,-1060.45,43.317,498.174,-1080.144,33.462,571.998,-1074.759,607.937,-74.376,-1124.775,437.512,-14.517,-1061.291,413.716,61.462,-1092.205,253.14,-61.583,-1023.688,104.875,-178.905,-931.788,80.774,-210.256,-1121.656,48.044,-99.623,-1060.654,52.509,-51.839,-1108.038,47.225,-29.862
65,-1034.502,1609.889,132.554,-985.835,1551.691,207.075,-883.849,1544.444,151.855,-1053.216,1532.475,54.223,-954.78,1520.272,13.115,-854.138,1358.13,36.068,-828.285,1134.933,2.041,-996.686,1274.897,124.545,-1038.673,1113.148,135.901,-910.162,1269.12,210.317,-762.798,1279.649,131.275,-781.608,1134.063,313.99,-822.008,1074.967,400.986,-850.512,1028.082,345.847,-967.018,985.535,542.927,-1031.131,1023.382,505.112,-915.751,1023.483,494.126,-1068.801,999.721,581.058,-1024.165,958.971,596.241,-1044.351,1284.558,-5.669,-895.017,1290.116,-83.907,-983.351,1179.724,-191.187,-1036.115,1068.038,-242.017,-975.802,1030.196,-201.239,-1092.63,853.25,-294.81,-1147.199,852.241,-236.127,-1092.668,952.872,-267.892,-1161.793,805.726,-264.221,-1114.579,780.326,-309.433,-944.758,934.406,204.212,-1075.603,942.948,141.679,-815.579,927.077,75.243,-1091.506,956.727,14.557,-874.8,937.718,-13.528,-938.684,950.321,-71.787,-947.924,655.361,296.235,-926.823,476.557,337.653,-1019.704,435.57,286.144,-885.047,336.684,362.409,-927.056,108.552,456.674,-908.918,56.167,387.764,-1004.441,43.889,574.03,-1061.371,43.565,497.555,-1079.932,34.122,571.318,-1073.392,607.583,-82.847,-1122.272,437.151,-22.493,-1059.724,414.478,54.782,-1089.438,251.829,-66.023,-1019.156,101.104,-178.782,-926.691,75.042,-207.153,-1120.552,48.352,-100.447,-1060.288,52.36,-51.416,-1108.54,47.412,-30.583
66,-1033.502,1608.358,125.439,-984.656,1550.296,199.914,-882.428,1544.036,145.043,-1051.322,1531.105,46.716,-952.91,1519.856,6.007,-851.931,1357.723,28.007,-826.699,1134.666,-7.286,-993.991,1274.282,116.9,-1035.711,1112.492,128.093,-907.2,1268.256,202.252,-760.161,1278.816,122.46,-779.208,1131.287,303.117,-820.12,1070.81,389.314,-847.846,1024.96,333.295,-967.147,978.439,527.722,-1030.852,1016.493,489.32,-915.196,1017.457,480.305,-1069.756,991.289,564.144,-1025.161,950.568,579.407,-1042.481,1284.433,-12.899,-893.568,1290.255,-92.071,-982.862,1180.178,-199.38,-1035.904,1068.311,-249.431,-975.096,1030.565,-209.368,-1092.476,853.41,-301.794,-1146.728,852.525,-242.774,-1092.463,953.059,-274.871,-1161.566,806.03,-270.779,-1114.605,780.43,-316.131,-940.94,933.535,195.327,-1072.299,942.497,133.919,-813.3,926.17,64.409,-1089.645,956.564,7.011,-873.68,937.425,-23.419,-938.333,950.295,-80.729,-944.796,656.304,287.16,-924.565,477.438,330.054,-1018.24,437.516,279.952,-884.331,337.005,355.308,-928.522,110.519,453.207,-912.476,58.101,383.832,-1004.852,45.379,571.077,-1062.479,43.913,496.019,-1079.491,35.295,569.865,-1071.386,607.131,-91.271,-1119.123,436.653,-30.629,-1058.046,414.889,48.127,-1086.782,250.503,-70.727,-1015.253,97.312,-178.886,-922.438,69.429,-204.543,-1119.705,48.494,-101.323,-1060.1,52.207,-51.321,-1109.073,47.617,-31.472
67,-1032.219,1606.94,118.262,-983.278,1548.969,192.712,-880.789,1543.61,138.222,-1049.216,1529.833,39.201,-950.838,1519.438,-1.06,-849.604,1357.363,19.943,-825.059,1134.382,-16.644,-991.16,1273.718,109.291,-1032.624,1111.931,120.343,-904.089,1267.452,194.247,-757.466,1278.019,113.6,-776.674,1128.741,292.427,-818.213,1066.774,377.64,-845.02,1021.836,320.512,-966.969,971.21,512.415,-1030.307,1009.248,473.404,-914.4,1011.343,466.35,-1070.5,982.241,546.905,-1025.784,941.788,562.371,-1040.485,1284.388,-20.082,-892.076,1290.469,-100.166,-982.39,1180.784,-207.41,-1035.67,1068.822,-256.906,-974.258,1031.181,-217.729,-1092.371,853.835,-308.872,-1146.198,853.01,-249.508,-1092.274,953.516,-281.954,-1161.283,806.525,-277.459,-1114.624,780.875,-323.048,-936.991,932.81,186.628,-1068.865,942.136,126.382,-811.092,925.294,53.627,-1087.697,956.285,-0.292,-872.525,937.15,-33.266,-937.866,950.224,-89.743,-941.386,657.245,278.423,-922.398,478.372,322.674,-1017.086,439.727,274.175,-883.761,337.213,347.798,-929.483,111.836,448.113,-915.565,59.024,378.54,-1005.17,47.489,566.623,-1063.525,44.555,493.195,-1079.057,37.082,567.322,-1068.76,606.549,-99.449,-1115.522,436.069,-38.641,-1056.142,415.006,41.529,-1084.331,249.155,-75.482,-1012.306,93.641,-179.397,-919.529,64.216,-202.987,-1119.115,48.53,-102.07,-1060.146,52.092,-51.172,-1109.452,47.869,-32.037
68,-1030.661,1605.704,111.102,-981.652,1547.806,185.562,-878.934,1543.191,131.412,-1046.955,1528.767,31.753,-948.56,1519.069,-8.13,-847.184,1356.995,11.862,-823.416,1134.095,-25.967,-988.237,1273.208,101.699,-1029.487,1111.435,112.646,-900.796,1266.664,186.224,-754.721,1277.19,104.731,-774.047,1126.34,281.975,-816.251,1062.829,365.922,-842.086,1018.776,307.644,-966.433,963.927,496.977,-1029.5,1001.706,457.288,-913.336,1005.167,452.289,-1070.926,972.655,529.352,-1025.933,932.692,545.11,-1038.354,1284.426,-27.256,-890.54,1290.756,-108.341,-981.845,1181.574,-215.431,-1035.313,1069.477,-264.442,-973.383,1031.955,-226.139,-1092.226,854.554,-316.149,-1145.573,853.707,-256.322,-1092.032,954.239,-289.116,-1160.879,807.508,-284.329,-1114.601,781.572,-330.117,-932.914,932.314,178.086,-1065.263,941.73,118.915,-808.909,924.515,43.15,-1085.556,955.877,-7.451,-871.244,936.84,-43.12,-937.141,950.177,-98.867,-937.71,658.22,270.198,-920.573,479.21,315.484,-1016.287,442.092,268.771,-883.313,337.382,339.741,-929.88,112.41,441.253,-917.837,58.451,371.961,-1005.109,50.783,560.734,-1064.575,46.304,488.787,-1078.797,39.865,563.631,-1065.708,605.923,-107.255,-1111.651,435.435,-46.084,-1053.857,414.913,35.053,-1082.158,247.743,-79.968,-1010.765,90.554,-180.454,-918.045,59.765,-202.956,-1118.857,48.582,-102.656,-1060.018,52.093,-51.545,-1109.557,48.106,-32.754
69,-1028.831,1604.77,104.055,-979.782,1546.795,178.466,-876.861,1542.803,124.611,-1044.49,1527.999,24.361,-946.05,1518.854,-15.197,-844.646,1356.743,3.777,-821.685,1133.919,-35.209,-985.255,1272.805,94.174,-1026.321,1111.027,104.948,-897.362,1265.93,178.237,-751.932,1276.392,95.858,-771.311,1124.038,271.704,-814.246,1058.951,354.142,-838.969,1015.795,294.79,-965.468,956.6,481.554,-1028.442,993.897,441.005,-911.929,998.98,438.194,-1070.945,962.652,511.541,-1025.584,923.396,527.649,-1036.109,1284.523,-34.375,-888.909,1291.114,-116.512,-981.22,1182.484,-223.434,-1034.776,1070.316,-272.007,-972.359,1032.859,-234.601,-1092.074,855.511,-323.578,-1144.855,854.619,-263.201,-1091.665,955.156,-296.348,-1160.371,808.408,-291.132,-1114.537,782.522,-337.381,-928.869,931.962,169.695,-1061.739,941.422,111.63,-806.668,923.825,32.946,-1083.341,955.404,-14.557,-869.737,936.565,-52.667,-935.832,950.024,-108.239,-933.997,659.142,262.536,-919.146,479.999,308.43,-1016.192,444.243,263.442,-882.82,337.48,330.998,-929.704,112.292,432.352,-919.148,56.473,363.96,-1004.337,54.999,553.793,-1065.235,49.766,482.428,-1078.27,44.53,558.014,-1062.476,605.378,-114.482,-1108.134,435.06,-52.587,-1051.209,414.811,28.817,-1080.593,246.662,-84.002,-1010.476,87.913,-182.193,-917.93,56.486,-204.236,-1118.879,48.441,-103.195,-1059.999,52.179,-52.286,-1109.465,48.448,-33.426
70,-1026.823,1604.153,97.138,-977.711,1546.074,171.444,-874.617,1542.656,117.842,-1041.931,1527.64,17.092,-943.251,1518.971,-22.311,-841.973,1356.695,-4.264,-819.786,1133.846,-44.287,-982.217,1272.538,86.655,-1023.183,1110.741,97.328,-893.919,1265.297,170.315,-749.05,1275.735,87.044,-768.458,1121.771,261.483,-811.967,1055.204,342.275,-835.794,1012.94,281.837,-964.209,949.209,465.943,-1027,985.835,424.584,-910.323,992.793,423.949,-1070.538,952.291,493.445,-1024.643,913.914,510.037,-1033.711,1284.705,-41.531,-887.178,1291.546,-124.672,-980.398,1183.485,-231.419,-1034.094,1071.293,-279.573,-971.194,1033.878,-243.134,-1091.772,856.689,-331.152,-1144.01,855.694,-270.24,-1091.146,956.257,-303.699,-1159.685,809.543,-298.013,-1114.411,783.72,-344.801,-924.848,931.767,161.348,-1058.295,941.175,104.33,-804.156,923.315,23.254,-1081.098,955,-21.692,-867.874,936.426,-61.947,-934.474,949.943,-117.048,-930.387,660.001,255.29,-918.107,480.741,301.306,-1017.028,446.196,258.112,-882.17,337.746,321.557,-929.057,111.693,421.542,-919.814,53.797,354.177,-1002.962,59.796,545.312,-1064.027,53.096,475.574,-1077.204,50.64,550.375,-1059.498,605.03,-120.886,-1105.33,435.064,-57.908,-1048.597,414.976,22.923,-1079.93,246.184,-87.341,-1011.258,86.325,-184.064,-918.813,54.726,-206.132,-1119.165,48.123,-103.536,-1060.152,52.252,-53.033,-1109.659,48.9,-33.733
71,-1024.638,1603.998,90.385,-975.476,1545.729,164.55,-872.24,1542.887,111.103,-1039.336,1527.794,9.969,-940.097,1519.662,-29.431,-839.222,1357.022,-12.234,-817.625,1134.054,-53.191,-979.116,1272.474,79.198,-1020.01,1110.631,89.706,-890.444,1264.891,162.47,-746.097,1275.42,78.35,-765.55,1119.575,251.351,-809.959,1051.46,330.435,-832.564,1010.277,268.819,-962.492,941.789,450.171,-1025.207,977.554,407.99,-908.468,986.607,409.632,-1069.564,941.723,475.156,-1023.107,904.357,492.321,-1031.334,1285.123,-48.595,-885.233,1292.129,-132.745,-979.32,1184.627,-239.42,-1033.18,1072.46,-287.207,-969.806,1035.046,-251.628,-1091.339,858.055,-338.828,-1143.002,857.019,-277.419,-1090.439,957.59,-311.103,-1158.792,810.909,-304.954,-1114.136,785.15,-352.382,-920.97,931.768,153.232,-1054.962,941.115,97.08,-801.337,923.013,14.07,-1078.773,954.836,-28.807,-865.609,936.488,-70.766,-932.591,950.088,-125.536,-926.954,660.792,248.381,-917.375,481.475,293.803,-1018.172,448.139,252.572,-881.46,338.307,311.462,-927.603,111.037,409.391,-919.883,50.763,342.752,-1000.986,65.137,534.507,-1062.948,56.674,465.922,-1075.286,57.195,540.999,-1057.509,605.147,-126.369,-1104.147,435.846,-61.791,-1046.468,415.805,17.45,-1079.996,246.335,-89.478,-1012.425,85.514,-185.438,-920.07,54.115,-207.763,-1119.671,47.922,-103.648,-1060.428,52.315,-53.514,-1109.679,48.954,-33.862
72,-1022.388,1604.338,83.839,-973.145,1545.797,157.746,-869.816,1543.6,104.453,-1036.668,1528.506,2.981,-937.33,1520.924,-36.295,-836.329,1357.863,-19.976,-815.133,1134.718,-61.689,-975.96,1272.734,71.763,-1016.781,1110.889,82.156,-886.898,1264.732,154.701,-742.97,1275.638,69.954,-762.556,1117.573,241.189,-807.491,1048.072,318.779,-829.531,1007.86,256.024,-960.329,934.266,434.289,-1022.986,969.065,391.179,-906.369,980.47,395.204,-1067.862,931.217,456.818,-1020.895,894.73,474.502,-1028.571,1285.677,-55.799,-883.061,1292.961,-140.639,-977.932,1185.931,-247.337,-1031.983,1073.787,-294.801,-968.249,1036.345,-260.005,-1090.586,859.719,-346.588,-1141.819,858.634,-284.773,-1089.411,959.117,-318.59,-1157.772,812.591,-312.209,-1113.658,786.848,-360.121,-917.244,931.979,145.243,-1051.7,941.412,89.841,-798.112,922.958,5.575,-1076.256,955.109,-35.919,-862.89,936.889,-79.055,-930.131,950.627,-133.481,-923.801,661.608,241.69,-917.008,482.24,285.927,-1019.167,450.238,246.474,-880.743,339.231,300.871,-926.355,109.957,394.641,-919.543,47.544,329.725,-997.529,70.811,522.179,-1061.041,60.213,454.849,-1072.251,63.911,530.128,-1056.877,605.954,-131.481,-1104.783,437.113,-65.104,-1045.016,417.733,12.674,-1080.227,247.244,-90.542,-1013.377,85.281,-185.996,-921.064,54.116,-208.583,-1119.997,47.746,-103.703,-1060.75,52.351,-53.697,-1109.841,48.851,-33.793
73,-1020.032,1604.984,77.454,-970.643,1546.15,151.064,-867.265,1544.698,97.88,-1033.933,1529.642,-3.9,-934.562,1522.703,-43.139,-833.302,1359.126,-27.526,-812.363,1135.837,-69.669,-972.704,1273.455,64.45,-1013.439,1111.614,74.706,-883.362,1264.927,147.096,-739.682,1276.387,61.886,-759.558,1115.839,230.991,-805.036,1044.952,307.038,-827.516,1005.525,243.421,-957.82,926.445,417.694,-1020.296,960.415,374.223,-904.027,974.451,380.634,-1065.479,920.355,438.072,-1017.974,885.143,456.605,-1025.596,1286.545,-63.036,-880.513,1294.225,-148.387,-976.143,1187.404,-255.091,-1030.457,1075.377,-302.375,-966.144,1037.815,-268.219,-1089.497,861.585,-354.416,-1140.384,860.514,-292.286,-1088.02,960.869,-326.148,-1156.646,814.653,-319.773,-1112.931,788.854,-367.97,-913.651,932.516,137.54,-1048.611,942.192,82.79,-794.627,923.28,-2.396,-1073.528,955.971,-42.978,-859.753,937.709,-86.683,-927.178,951.676,-140.91,-920.816,662.487,235.246,-917.08,483.123,277.847,-1020.086,452.381,239.93,-880.162,340.42,289.741,-924.394,109.226,378.605,-919.238,45.267,314.413,-992.53,75.21,507.987,-1057.405,62.839,442.729,-1067.208,69.865,518.096,-1057.317,607.086,-136.762,-1105.771,439.057,-68.42,-1044.052,420.439,8.637,-1080.187,248.674,-91.35,-1013.919,85.338,-186.275,-921.657,54.226,-208.83,-1120.211,47.345,-103.415,-1061.012,52.378,-53.691,-1109.995,48.744,-33.66
74,-1017.509,1605.873,71.195,-967.942,1546.716,144.372,-864.548,1546.013,91.247,-1031.108,1531.044,-10.698,-931.725,1524.75,-49.901,-830.105,1360.649,-34.837,-809.254,1137.317,-77.333,-969.288,1274.629,57.182,-1009.972,1112.84,67.374,-879.828,1265.554,139.659,-736.227,1277.555,54.172,-756.594,1114.508,220.745,-802.683,1042.214,295.138,0,0,0,-954.347,919.02,401.967,-1017.129,951.685,357.055,-901.414,968.631,365.906,-1062.389,909.8,419.638,-1014.339,875.618,438.715,-1022.449,1287.843,-70.217,-877.612,1295.791,-155.799,-973.891,1189.096,-262.656,-1028.465,1077.171,-309.804,-963.727,1039.508,-276.224,-1087.958,863.742,-362.299,-1138.71,862.782,-299.985,-1086.205,962.901,-333.72,-1155.271,817.07,-327.545,-1111.807,791.182,-375.987,-910.235,933.491,130.043,-1045.341,943.452,75.711,-790.97,924.034,-9.872,-1070.507,957.427,-49.937,-856.433,938.801,-93.88,-923.969,952.993,-147.915,-917.947,663.417,228.855,-917.435,484.27,269.671,-1021.22,454.566,232.983,-879.674,341.835,278.284,-922.114,108.419,360.644,-919.181,44.215,296.419,-985.836,77.08,492,-1053.348,64.571,429.299,-1060.406,73.658,504.866,-1057.925,608.199,-142.068,-1106.735,441.357,-71.937,-1043.073,423.373,5.011,-1079.734,250.47,-92.654,-1014.138,85.434,-186.477,-921.977,54.255,-208.947,-1120.458,47.294,-103.337,-1061.241,52.438,-53.709,-1110.173,48.647,-33.595
75,-1014.753,1606.901,64.914,-965.019,1547.449,137.728,-861.631,1547.408,84.65,-1028.148,1532.585,-17.473,-928.712,1526.864,-56.683,-826.66,1362.258,-41.961,-805.972,1138.878,-84.619,-965.777,1276.213,49.893,-1006.435,1114.523,60.102,-876.307,1266.66,132.39,-732.663,1278.983,46.765,-753.631,1113.647,210.529,-800.273,1039.857,283.136,0,0,0,-950.125,911.602,386.432,-1013.511,942.942,339.806,-898.436,962.929,351.003,-1058.63,899.373,401.218,-1010.014,866.226,420.809,-1019.131,1289.567,-77.37,-874.363,1297.54,-162.956,-971.122,1190.994,-270.005,-1025.934,1079.191,-317.171,-961.11,1041.346,-283.866,-1085.948,866.172,-370.179,-1136.721,865.33,-307.896,-1083.887,965.185,-341.321,-1153.595,819.874,-335.591,-1110.336,793.817,-384.061,-906.59,934.824,122.741,-1042.119,945.337,68.785,-787.345,925.236,-17.078,-1067.239,959.322,-56.88,-853.089,940.066,-100.838,-920.644,954.338,-154.71,-915.229,664.454,222.538,-918.079,485.487,261.503,-1022.36,457.014,225.578,-879.201,343.621,266.538,-919.005,107.668,341.545,-919.206,43.745,276.593,-978.411,76.91,474.196,-1048.315,64.604,414.062,-1052.428,74.511,489.841,-1057.555,609.318,-147.445,-1106.682,443.251,-76.063,-1041.735,426.134,1.658,-1079.005,252.366,-94.922,-1014.109,85.469,-186.81,-922.138,54.076,-209.048,-1120.601,47.274,-103.338,-1061.364,52.496,-53.73,-1110.227,48.658,-33.563
