Frames,ARIEL X,ARIEL Y,ARIEL Z,LFHD X,LFHD Y,LFHD Z,LBHD X,LBHD Y,LBHD Z,RFHD X,RFHD Y,RFHD Z,RBHD X,RBHD Y,RBHD Z,C7 X,C7 Y,C7 Z,T10 X,T10 Y,T10 Z,CLAV X,CLAV Y,CLAV Z,STRN X,STRN Y,STRN Z,LFSH X,LFSH Y,LFSH Z,LBSH X,LBSH Y,LBSH Z,LUPA X,LUPA Y,LUPA Z,LELB X,LELB Y,LELB Z,LIEL X,LIEL Y,LIEL Z,LOWR X,LOWR Y,LOWR Z,LIWR X,LIWR Y,LIWR Z,LWRE X,LWRE Y,LWRE Z,LIHAND X,LIHAND Y,LIHAND Z,LOHAND X,LOHAND Y,LOHAND Z,RFSH X,RFSH Y,RFSH Z,RBSH X,RBSH Y,RBSH Z,RUPA X,RUPA Y,RUPA Z,RELB X,RELB Y,RELB Z,RIEL X,RIEL Y,RIEL Z,ROWR X,ROWR Y,ROWR Z,RIWR X,RIWR Y,RIWR Z,RWRE X,RWRE Y,RWRE Z,RIHAND X,RIHAND Y,RIHAND Z,ROHAND X,ROHAND Y,ROHAND Z,LFWT X,LFWT Y,LFWT Z,LMWT X,LMWT Y,LMWT Z,LBWT X,LBWT Y,LBWT Z,RFWT X,RFWT Y,RFWT Z,RMWT X,RMWT Y,RMWT Z,RBWT X,RBWT Y,RBWT Z,LHIP X,LHIP Y,LHIP Z,LKNE X,LKNE Y,LKNE Z,LKNI X,LKNI Y,LKNI Z,LSHN X,LSHN Y,LSHN Z,LANK X,LANK Y,LANK Z,LHEL X,LHEL Y,LHEL Z,LMT5 X,LMT5 Y,LMT5 Z,LMT1 X,LMT1 Y,LMT1 Z,LTOE X,LTOE Y,LTOE Z,RHIP X,RHIP Y,RHIP Z,RKNE X,RKNE Y,RKNE Z,RKNI X,RKNI Y,RKNI Z,RSHN X,RSHN Y,RSHN Z,RANK X,RANK Y,RANK Z,RHEL X,RHEL Y,RHEL Z,RMT5 X,RMT5 Y,RMT5 Z,RMT1 X,RMT1 Y,RMT1 Z,RTOE X,RTOE Y,RTOE Z
93,-934.299,1634.083,-56.233,-887.966,1572.876,17.193,-783.46,1570.398,-33.45,-947.98,1560.781,-139.386,-847.855,1552.487,-176.385,-750.228,1383.734,-154.957,-736.838,1159.603,-194.53,-894.383,1304.708,-67.899,-939.349,1144.786,-55.494,-808.726,1291.097,19.392,-661.5,1301.304,-64.552,-681.584,1115.238,50.476,-727.875,1021.261,83.237,-735.718,1009.927,6.15,-822.649,825.184,118.109,-889.974,841.888,69.331,-794.916,900.225,107.673,-916.026,768.006,107.12,-859.212,752.35,127.797,-943.661,1318.595,-197.853,-794.643,1319.384,-276.251,-879.926,1220.611,-387.469,-925.473,1110.407,-443.861,-866.178,1071.586,-402.359,-970.202,898.577,-515.849,-1034.967,899.075,-468.028,-975.837,997.587,-483.725,-1047.763,856.057,-500.613,-995.567,827.449,-537.678,-844.198,965.651,14.922,-976.686,976.922,-40.648,-723.785,949.777,-122.948,-1000.676,986.073,-166.733,-788.827,962.135,-207.073,-854.006,974.071,-263.645,-875.683,669.809,99.946,-892.437,485.431,102.847,-1000.938,468.398,57.872,-833.494,396.309,7.096,-800.682,175.748,-106.885,-800.421,154.313,-198.933,-834.69,82.927,-5.714,-909.806,79.729,-60.07,-904.432,54.495,11.852,-993.141,628.776,-240.725,-1043.417,467.71,-161.095,-981.488,454.499,-82.255,-1048.416,276.955,-146.594,-1012.153,83.956,-197.686,-924.901,49.29,-214.929,-1119.535,48.097,-104.057,-1059.98,54.427,-55.594,-1107.74,51.134,-34.818
94,-929.012,1634.378,-62.96,-883.096,1573.056,10.632,-778.458,1570.25,-39.723,-942.696,1561.072,-146.136,-842.476,1552.481,-182.833,-745.208,1383.537,-160.744,-732.009,1159.245,-199.709,-889.863,1304.803,-74.275,-935.266,1145.038,-61.838,-804.63,1291.005,13.474,-657.116,1301.244,-69.824,-676.354,1114.926,43.579,-722.071,1020.283,75.011,-729.667,1009.901,-2.266,-814.716,822.552,107.067,-881.871,839.185,57.937,-787.806,898.113,97.603,-908.216,765.611,95.816,-851.483,749.842,116.479,-938.501,1318.591,-204.628,-789.009,1319.032,-282.099,-873.192,1220.512,-393.688,-917.752,1110.254,-450.527,-858.657,1071.668,-408.525,-960.013,898.485,-524.137,-1025.435,898.338,-477.172,-966.822,997.353,-491.562,-1037.443,855.307,-510.017,-984.565,827.267,-546.592,-841.344,965.739,9.783,-973.119,977.428,-46.93,-719.901,949.423,-127.414,-996.44,986.336,-173.123,-784.339,961.775,-211.965,-849.222,973.659,-268.929,-871.257,666.654,91.976,-888.422,481.54,90.919,-997.049,465.17,44.832,-827.638,397.606,-6.821,-789.77,182.129,-129.287,-787.487,164.302,-222.227,-825.487,84.994,-32.823,-899.146,84.017,-88.659,-895.527,55.953,-17.643,-989.853,628.904,-245.735,-1040.739,468.303,-165.345,-980.034,455.322,-85.96,-1047.144,277.791,-149.157,-1012.403,83.819,-198.519,-925.24,49.118,-215.549,-1119.515,48.063,-104.156,-1059.819,54.542,-56.024,-1107.548,51.331,-34.957
95,-923.777,1634.387,-69.682,-878.233,1573.007,4.059,-773.417,1569.955,-45.976,-937.343,1561.132,-152.876,-837.034,1552.317,-189.264,-740.058,1383.128,-166.483,-727.086,1158.637,-204.829,-885.284,1304.739,-80.697,-931.091,1145.082,-68.239,-800.455,1290.761,7.577,-652.652,1300.969,-75.07,-671.008,1114.546,36.937,-716.2,1019.106,67.193,-723.61,1009.615,-10.189,-806.82,819.957,96.269,-874.234,837.071,47.745,-780.739,895.931,87.982,-901.064,763.924,86.849,-844.093,747.807,106.179,-933.178,1318.369,-211.404,-783.198,1318.437,-287.935,-866.235,1220.11,-399.849,-909.711,1109.784,-457.129,-850.877,1071.431,-414.625,-949.381,898.189,-532.475,-1015.451,897.303,-486.355,-957.436,996.848,-499.39,-1026.662,854.312,-519.466,-973.167,826.81,-555.491,-837.572,965.318,4.11,-969.504,977.727,-53.212,-715.969,948.915,-131.852,-992.121,986.435,-179.523,-779.807,961.244,-216.875,-844.337,973.146,-274.248,-866.491,663.972,84.337,-883.971,477.442,78.663,-991.982,461.62,31.144,-821.505,398.457,-20.615,-778.344,188.213,-150.862,-773.642,173.982,-244.641,-816.056,87.139,-59.197,-888.254,88.522,-116.62,-886.461,57.622,-46.76,-986.716,628.888,-250.641,-1038.382,468.822,-169.392,-977.579,456,-90.108,-1045.931,278.525,-151.562,-1012.574,83.652,-199.219,-925.558,48.984,-216.113,-1119.416,48.01,-104.208,-1059.716,54.704,-56.186,-1107.35,51.461,-35.042
96,-918.563,1634.133,-76.382,-873.327,1572.664,-2.481,-768.351,1569.543,-52.127,-931.957,1560.885,-159.64,-831.519,1551.974,-195.691,-734.824,1382.468,-172.19,-722.032,1157.798,-209.807,-880.58,1304.47,-87.105,-926.853,1144.966,-74.606,-796.229,1290.404,1.749,-648.143,1300.422,-80.23,-665.575,1113.996,30.585,-710.181,1017.777,59.79,-717.374,1009.111,-17.708,-798.872,817.464,85.962,-867.236,835.466,39.23,-773.643,893.695,78.769,-893.806,763.041,79.543,-836.521,745.909,96.762,-927.71,1317.928,-218.246,-777.186,1317.548,-293.727,-858.949,1219.468,-406.011,-901.325,1109.067,-463.712,-842.825,1070.967,-420.633,-938.331,897.652,-540.811,-1005.037,896.062,-495.59,-947.659,996.116,-507.222,-1015.458,853.12,-529.032,-961.252,826.208,-564.387,-834.308,964.895,-1.267,-965.837,977.796,-59.402,-712.079,948.262,-136.318,-987.765,986.389,-185.868,-775.313,960.523,-221.795,-839.548,972.459,-279.511,-861.07,661.894,77.571,-879.058,473.34,66.146,-986.796,458.075,17.363,-814.933,398.933,-34.297,-766.504,193.897,-171.7,-759.619,183.134,-265.924,-806.305,89.261,-84.875,-876.762,92.921,-143.635,-877.131,59.525,-75.179,-983.718,628.756,-255.464,-1036.301,469.319,-173.233,-975.263,456.59,-93.994,-1044.84,279.206,-153.846,-1012.779,83.501,-199.902,-925.844,48.895,-216.602,-1119.314,47.964,-104.237,-1059.598,54.822,-56.279,-1107.156,51.521,-35.051
97,-913.347,1633.57,-83.067,-868.425,1572.078,-9.055,-763.288,1568.914,-58.269,-926.468,1560.365,-166.428,-825.885,1551.431,-202.096,-729.462,1381.528,-177.815,-716.878,1156.751,-214.775,-875.84,1304.044,-93.513,-922.554,1144.643,-81,-791.97,1289.878,-4.03,-643.589,1299.607,-85.293,-660,1113.282,24.419,-704,1016.275,52.595,-711.163,1008.408,-24.878,-791.231,815.211,76.419,-862.017,834.938,32.098,-766.438,891.615,70.36,-886.77,762.451,73.277,-829.191,744.116,88.188,-922.065,1317.328,-225.127,-770.995,1316.44,-299.402,-851.326,1218.588,-412.097,-892.557,1108.162,-470.28,-834.461,1070.209,-426.532,-926.769,896.935,-549.056,-994.195,894.674,-504.989,-937.441,995.176,-515.063,-1003.705,851.734,-538.681,-948.785,825.416,-573.273,-830.999,964.241,-6.605,-962.091,977.668,-65.602,-708.1,947.461,-140.871,-983.35,986.177,-192.178,-770.779,959.633,-226.778,-835.008,971.798,-283.733,-857.036,658.909,68.317,-873.696,469.35,53.404,-981.1,454.449,3.384,-807.899,398.932,-48.002,-754.258,199.12,-191.772,-745.339,191.728,-286.233,-796.142,91.113,-109.968,-865.593,97.758,-169.813,-867.375,61.373,-102.98,-980.855,628.501,-260.143,-1034.299,469.722,-176.818,-974.391,457.56,-97.226,-1043.849,279.775,-155.984,-1013.023,83.391,-200.55,-925.738,48.713,-217.187,-1119.198,47.925,-104.24,-1059.455,54.926,-56.383,-1106.925,51.61,-35.038
98,-908.186,1632.763,-89.815,-863.564,1571.25,-15.59,-758.202,1568.159,-64.334,-920.896,1559.584,-173.243,-820.15,1550.683,-208.444,-723.972,1380.363,-183.391,-711.707,1155.453,-219.689,-870.998,1303.425,-99.911,-918.231,1144.199,-87.367,-787.609,1289.157,-9.82,-638.889,1298.566,-90.275,-654.315,1112.416,18.509,-697.549,1014.755,45.709,-705.049,1007.51,-31.773,-784.226,813.302,67.815,-855.99,834.11,26.043,-759.423,889.703,62.772,-880.274,761.752,67.659,-822.379,742.482,80.325,-916.304,1316.55,-232.037,-764.665,1315.069,-305.034,-843.391,1217.51,-418.108,-883.396,1107.065,-476.84,-825.735,1069.304,-432.26,-914.674,896.053,-557.195,-982.977,893.112,-514.419,-926.766,994.08,-522.893,-991.407,850.223,-548.359,-935.806,824.484,-582.11,-827.638,963.397,-12.032,-958.314,977.361,-71.729,-704.144,946.506,-145.529,-978.92,985.84,-198.466,-766.173,958.608,-231.842,-830.276,970.794,-289.046,-853.204,654.614,58.678,-867.814,465.335,40.562,-974.877,450.637,-10.81,-800.346,398.577,-61.569,-741.734,203.868,-211.106,-730.885,199.774,-305.631,-785.472,92.654,-134.422,-853.626,102.009,-195.295,-856.914,63.336,-129.206,-978.089,628.152,-264.6,-1032.34,470.06,-180.132,-971.477,457.812,-100.773,-1043.013,280.292,-157.985,-1013.207,83.25,-201.184,-926.041,48.643,-217.895,-1119.076,47.912,-104.182,-1059.26,54.987,-56.41,-1106.633,51.628,-35.007
99,-902.962,1631.698,-96.574,-858.655,1570.2,-22.118,-753.081,1567.184,-70.345,-915.199,1558.526,-180.087,-814.284,1549.72,-214.76,-718.342,1378.99,-188.855,-706.438,1153.987,-224.593,-866.076,1302.63,-106.287,-913.829,1143.564,-93.698,-783.203,1288.258,-15.603,-634.105,1297.297,-95.204,-648.552,1111.429,12.676,-690.994,1013.24,39.194,-699.007,1006.434,-38.266,-777.859,811.702,60.056,-850.363,833.504,20.754,-752.777,887.99,55.943,-874.025,760.965,62.491,-815.914,740.918,72.995,-910.406,1315.586,-238.967,-758.262,1313.496,-310.517,-835.107,1216.259,-424.053,-873.822,1105.757,-483.287,-816.768,1068.201,-437.862,-902.124,895.057,-565.282,-971.288,891.48,-523.927,-915.576,992.853,-530.703,-978.739,848.767,-558.464,-922.258,823.345,-590.433,-824.181,962.317,-17.556,-954.448,976.865,-77.876,-700.095,945.406,-150.332,-974.371,985.386,-204.713,-760.866,957.555,-237.148,-825.44,969.642,-294.496,-849.695,649.135,49.14,-861.439,461.118,27.549,-968.005,446.53,-25.172,-792.181,397.906,-75.085,-728.904,208.103,-229.737,-716.32,207.205,-324.159,-774.328,93.787,-158.287,-841.4,106.065,-219.779,-846.057,64.417,-155.693,-975.431,627.69,-268.756,-1030.476,470.399,-183.017,-969.147,458.16,-103.813,-1042.303,280.782,-159.77,-1013.479,83.115,-201.749,-926.402,48.6,-218.395,-1119.022,47.967,-104.157,-1059.104,55.02,-56.447,-1106.362,51.689,-34.962
100,-897.742,1630.409,-103.382,-853.8,1568.964,-28.69,-747.917,1566.04,-76.317,-909.411,1557.235,-186.949,-808.317,1548.507,-221.031,-712.635,1377.42,-194.318,-701.065,1152.312,-229.501,-861.061,1301.64,-112.732,-909.401,1142.727,-100.048,-778.725,1287.224,-21.425,-629.186,1295.807,-100.11,-642.801,1110.43,7.019,-684.607,1011.826,33.171,-693.045,1005.245,-44.256,-771.897,810.383,53.264,-845.011,832.957,15.949,-746.502,886.546,49.8,-868.072,759.815,57.092,-809.835,739.52,66.135,-904.398,1314.464,-245.875,-751.534,1311.796,-316.023,-826.57,1214.845,-429.9,-863.852,1104.358,-489.724,-807.448,1066.961,-443.321,-889.017,893.925,-573.236,-959.153,889.741,-533.543,-903.965,991.492,-538.461,-965.07,846.919,-568.181,-908.168,822.181,-599.064,-820.623,960.867,-23.216,-950.509,976.139,-84.028,-695.974,944.15,-155.177,-969.802,984.763,-210.892,-756.841,956.168,-242.257,-820.591,968.35,-300.059,-846.848,643.523,38.772,-854.56,456.639,14.439,-960.603,442,-39.66,-783.419,396.941,-88.563,-715.79,211.853,-247.61,-701.692,213.921,-341.85,-762.456,94.844,-180.896,-828.638,109.629,-243.342,-834.441,65.616,-180.757,-972.868,627.045,-272.729,-1028.646,470.693,-185.547,-967.603,458.643,-106.358,-1041.673,281.266,-161.248,-1013.822,83.022,-202.153,-926.864,48.519,-218.672,-1119.029,47.971,-104.042,-1058.999,55.053,-56.372,-1106.171,51.668,-34.83
101,-892.427,1628.953,-110.197,-848.904,1567.543,-35.239,-742.718,1564.706,-82.214,-903.516,1555.727,-193.798,-802.199,1547.075,-227.288,-706.777,1375.659,-199.792,-695.584,1150.482,-234.463,-855.962,1300.454,-119.203,-904.844,1141.744,-106.424,-774.16,1286.068,-27.293,-624.165,1294.152,-105.05,-637.109,1109.408,1.476,-678.363,1010.522,27.608,-687.208,1004.009,-49.791,-766.316,809.256,47.418,-839.962,832.361,11.495,-740.576,885.36,44.308,-862.3,758.362,51.877,-803.964,738.095,59.954,-898.276,1313.152,-252.758,-744.235,1310.062,-321.662,-817.734,1213.29,-435.645,-853.528,1102.82,-496.126,-797.915,1065.533,-448.66,-875.369,892.666,-581.123,-946.558,887.941,-543.279,-891.884,989.996,-546.234,-951.324,845.224,-578.19,-893.491,820.879,-607.643,-816.917,959.177,-28.883,-946.454,975.235,-90.207,-691.756,942.666,-160.233,-965.171,984.006,-217.16,-752.257,954.742,-247.586,-815.73,966.906,-305.691,-849.503,637.036,27.394,-847.26,451.984,1.146,-952.412,436.983,-54.346,-774.105,395.781,-102.03,-702.393,215.02,-264.789,-686.961,219.793,-358.661,-750.145,95.682,-202.514,-815.804,113.16,-265.746,-822.332,66.547,-204.563,-970.379,626.142,-276.622,-1027.183,471.003,-187.899,-966.25,459.2,-108.277,-1041.032,281.719,-162.46,-1014.116,82.933,-202.438,-927.236,48.526,-219.041,-1119.032,48.04,-103.917,-1058.869,55.044,-56.234,-1105.989,51.636,-34.641
102,-886.992,1627.275,-117.047,-843.939,1565.964,-41.794,-737.466,1563.162,-88.034,-897.502,1554.036,-200.688,-795.948,1545.453,-233.482,-700.81,1373.745,-205.281,-690.034,1148.449,-239.456,-850.724,1299.091,-125.614,-900.148,1140.54,-112.765,-769.529,1284.767,-33.171,-619.035,1292.274,-109.997,-631.467,1108.349,-3.846,-672.299,1009.265,22.428,-681.409,1002.647,-54.908,-761.033,808.266,42.373,-834.984,831.553,7.354,-734.94,884.305,39.456,-856.602,756.429,46.835,-798.285,736.463,54.045,-892.036,1311.677,-259.692,-737.14,1308.062,-327.096,-808.701,1211.585,-441.303,-842.915,1101.165,-502.488,-788.203,1063.947,-453.868,-861.226,891.288,-588.91,-933.557,886.089,-553.107,-879.384,988.495,-554.213,-937.019,843.483,-588.308,-878.246,819.483,-616.137,-813.086,957.293,-34.686,-942.231,974.149,-96.397,-687.503,940.934,-165.44,-960.303,982.983,-223.4,-747.602,953.149,-253.04,-810.87,965.281,-311.399,-845.824,632.94,16.822,-839.682,447.55,-12.263,-945.14,432.052,-68.455,-764.303,394.419,-115.487,-688.666,217.587,-281.085,-672.059,224.726,-374.648,-737.55,96.315,-222.752,-802.433,116.124,-286.442,-809.899,67.359,-226.969,-967.904,625.036,-280.488,-1027.525,471.732,-190.827,-964.579,459.648,-110.406,-1040.276,282.129,-163.416,-1014.427,82.862,-202.703,-927.616,48.511,-219.376,-1118.934,48.104,-103.676,-1058.66,54.994,-56.069,-1105.691,51.582,-34.386
103,-881.528,1625.426,-123.951,-838.931,1564.183,-48.316,-732.099,1561.474,-93.831,-891.376,1552.136,-207.59,-789.591,1543.613,-239.643,-694.736,1371.676,-210.777,-684.394,1146.224,-244.495,-845.359,1297.513,-132.117,-895.295,1139.134,-119.143,-764.764,1283.289,-39.032,-613.807,1290.217,-114.975,-625.977,1107.21,-8.926,-666.494,1008.012,17.593,-675.7,1001.218,-59.724,-755.925,807.17,38.014,-830,830.495,3.407,-729.58,883.321,35.074,-851.013,754.144,41.565,-792.735,734.542,48.214,-885.628,1309.983,-266.565,-730.085,1305.927,-332.535,-799.553,1209.737,-446.932,-832.015,1099.394,-508.807,-778.291,1062.241,-458.984,-846.587,889.812,-596.583,-920.01,884.104,-562.964,-866.491,986.877,-562.171,-922.191,841.648,-598.46,-862.457,818.026,-624.507,-809.11,955.197,-40.483,-937.929,972.836,-102.643,-682.821,938.954,-170.868,-955.559,981.848,-229.679,-742.977,951.355,-258.622,-805.987,963.549,-317.229,-842.304,628.41,5.804,-832.061,443.387,-25.803,-936.423,426.817,-83.283,-754.15,392.987,-128.823,-674.613,219.53,-296.454,-656.888,228.624,-389.642,-724.901,96.443,-242.49,-788.902,118.737,-305.686,-797.441,68.121,-248.28,-965.328,623.763,-284.264,-1026.057,471.849,-192.837,-962.701,459.998,-112.487,-1039.421,282.464,-164.232,-1014.705,82.826,-202.924,-927.964,48.479,-219.65,-1118.79,48.153,-103.464,-1058.421,54.962,-55.918,-1105.373,51.508,-34.154
104,-875.943,1623.418,-130.766,-833.807,1562.243,-54.826,-726.678,1559.608,-99.578,-885.143,1550.05,-214.472,-783.136,1541.599,-245.778,-688.575,1369.421,-216.318,-678.654,1143.831,-249.541,-839.881,1295.788,-138.535,-890.333,1137.551,-125.522,-759.855,1281.663,-44.873,-608.476,1287.995,-119.923,-620.614,1105.908,-13.739,-660.906,1006.7,13.156,-670.084,999.598,-64.198,-750.92,805.847,34.123,-824.955,829.15,-0.332,-724.331,882.231,31.168,-845.602,751.509,35.907,-787.239,732.342,42.547,-879.125,1308.159,-273.42,-722.925,1303.609,-337.948,-790.231,1207.743,-452.508,-820.879,1097.506,-515.031,-768.241,1060.411,-464.023,-831.412,888.309,-604.125,-905.982,882.062,-572.844,-853.197,985.113,-569.932,-906.821,839.763,-608.602,-846.182,816.525,-632.771,-805.035,952.908,-46.331,-933.495,971.289,-108.905,-678.76,936.747,-176.273,-950.92,980.587,-236.011,-738.22,949.413,-264.246,-801.108,961.622,-323.125,-838.486,623.776,-5.571,-824.313,439.43,-39.32,0,0,0,-743.734,391.583,-141.98,-660.259,220.742,-310.742,-641.216,231.522,-403.492,-712.085,96.215,-260.561,-775.34,121.074,-323.666,-785.005,68.803,-267.977,-962.659,622.368,-287.976,-1024.353,471.982,-194.683,0,0,0,-1038.512,282.79,-165.005,-1014.905,82.764,-203.079,-928.084,48.461,-219.747,-1118.604,48.221,-103.214,-1058.215,55.083,-55.506,-1105.024,51.395,-33.968
105,-870.336,1621.263,-137.648,-828.69,1560.214,-61.307,-721.215,1557.625,-105.225,-878.826,1547.812,-221.324,-776.576,1539.426,-251.858,-682.313,1367.052,-221.801,-672.858,1141.306,-254.641,-834.33,1293.859,-144.909,-885.265,1135.77,-131.914,-754.881,1279.898,-50.666,-603.072,1285.566,-124.869,-615.375,1104.436,-18.238,-655.541,1005.258,9.055,-664.593,997.806,-68.248,-745.996,804.216,30.582,-819.834,827.556,-4.023,-719.218,880.964,27.564,-840.347,748.672,29.718,-782.024,729.915,37.099,-872.544,1306.17,-280.239,-715.715,1301.197,-343.342,-780.832,1205.672,-458.031,-809.528,1095.544,-521.269,-758.002,1058.496,-469.005,-815.811,886.795,-611.597,-891.561,879.917,-582.659,-839.566,983.256,-577.502,-891.038,837.787,-618.63,-829.479,815.03,-640.842,-800.786,950.443,-52.222,-928.959,969.542,-115.183,-674.285,934.465,-181.82,-946.049,979.109,-242.262,-733.5,947.273,-270.05,-796.159,959.589,-329.153,-834.152,619.358,-16.868,-816.578,435.58,-52.775,0,0,0,-733.363,390.082,-154.798,-645.783,221.165,-323.948,-625.034,233.483,-416.088,-699.599,95.101,-278.146,-761.637,122.861,-340.904,-772.767,69.162,-286.911,-959.904,620.97,-291.667,-1022.472,471.999,-196.628,-957.821,460.236,-118.024,-1037.57,283.112,-165.864,-1015.058,82.686,-203.237,-928.298,48.378,-219.937,-1118.442,48.242,-102.99,-1057.96,55.052,-55.316,-1104.72,51.323,-33.746
106,-864.684,1619.015,-144.478,-823.557,1558.075,-67.733,-715.756,1555.566,-110.794,-872.403,1545.474,-228.157,-769.915,1537.148,-257.789,-675.933,1364.596,-227.242,-666.922,1138.712,-259.79,-828.7,1291.846,-151.289,-880.066,1133.827,-138.377,-749.818,1277.993,-56.485,-597.573,1283.01,-129.724,-610.313,1102.73,-22.453,-650.462,1003.635,5.267,-659.139,995.726,-72.017,-741.12,802.297,27.333,-814.708,825.691,-7.705,-714.163,879.43,24.158,-835.233,745.824,24.037,-776.933,727.4,31.93,-865.892,1304.067,-287.04,-708.455,1298.703,-348.71,-771.132,1203.588,-463.662,-798.03,1093.584,-527.408,-747.063,1056.55,-474.109,-800.216,885.282,-618.881,-876.831,877.721,-592.333,-825.676,981.376,-584.866,-874.86,835.798,-628.513,-812.425,813.615,-648.807,-796.414,947.825,-58.168,-924.305,967.634,-121.448,-669.745,932.092,-187.493,-941.134,977.478,-248.573,-728.624,945.062,-275.96,-792.523,957.432,-334.342,-829.161,615.119,-28.063,-808.895,431.785,-66.142,0,0,0,-723.197,388.277,-167.192,-631.419,220.666,-336.088,-608.465,234.609,-427.491,-687.444,93.305,-295.008,-748.164,124.169,-357.724,-760.763,68.926,-305.381,-957.03,619.586,-295.365,-1020.423,471.952,-198.777,-955.747,460.459,-119.688,-1036.517,283.39,-166.911,-1015.128,82.593,-203.341,-928.435,48.311,-220.013,-1118.364,48.239,-102.806,-1057.786,54.901,-55.443,-1104.554,51.304,-33.569
107,-858.993,1616.686,-151.26,-818.379,1555.871,-74.116,-710.233,1553.473,-116.277,-865.798,1543.082,-235.269,-763.182,1534.876,-263.237,-669.532,1362.11,-232.62,-660.889,1136.125,-264.993,-822.946,1289.682,-157.645,-874.731,1131.776,-144.825,-744.652,1275.932,-62.337,-591.99,1280.38,-134.552,-605.35,1100.793,-26.355,-645.543,1001.808,1.704,-653.694,993.436,-75.556,-736.274,800.165,24.192,-809.569,823.649,-11.389,-709.176,877.673,20.893,-830.137,742.967,18.54,-771.919,724.86,27.1,-859.159,1301.895,-293.747,-701.044,1296.201,-354.01,-761.45,1201.476,-469.218,-786.448,1091.628,-533.47,-737.22,1054.628,-478.942,-784.514,883.919,-626.026,-861.766,875.538,-601.801,-811.421,979.472,-591.925,-858.344,833.816,-638.169,-795.105,812.331,-656.631,-791.841,945.115,-64.257,-919.552,965.584,-127.736,-664.997,929.657,-193.307,-936.136,975.719,-254.908,-723.646,942.797,-282.027,-787.154,955.348,-340.673,-823.607,611.005,-39.16,-801.088,428.115,-79.272,0,0,0,-713.186,385.985,-179.127,-617.365,219.131,-347.403,-591.861,234.697,-437.759,-675.722,90.766,-311.112,-734.585,124.573,-373.97,-749.431,67.926,-324.132,-954.035,618.333,-299.229,-1018.296,471.865,-201.241,-953.344,460.551,-122.247,-1035.371,283.701,-168.206,-1015.225,82.599,-203.44,-928.542,48.281,-220.003,-1118.366,48.26,-102.677,-1057.704,54.969,-55.299,-1104.468,51.326,-33.395
108,-853.307,1614.306,-157.936,-813.214,1553.569,-80.417,-704.69,1551.328,-121.661,-859.253,1540.604,-241.957,-756.389,1532.543,-269.034,-662.994,1359.647,-237.884,-654.743,1133.587,-270.336,-817.145,1287.473,-163.959,-869.245,1129.629,-151.278,-739.406,1273.711,-68.182,-586.305,1277.704,-139.309,-600.417,1098.635,-30.07,-640.73,999.794,-1.686,-648.222,990.917,-78.931,-731.432,797.894,21.127,-804.444,821.424,-15.18,-704.287,875.662,17.657,-825.061,740.113,13.372,-766.908,722.334,22.775,-852.334,1299.669,-300.475,-693.601,1293.736,-359.303,-751.62,1199.4,-474.68,-774.681,1089.797,-539.563,-726.686,1052.755,-483.919,-768.745,882.705,-633.083,-846.409,873.338,-610.967,-797.435,977.799,-599.138,-841.607,831.875,-647.514,-777.62,811.25,-664.326,-787.034,942.394,-70.439,-914.642,963.435,-134.015,-660.058,927.305,-199.289,-931.044,973.948,-261.149,-718.611,940.504,-288.198,-781.992,953.154,-346.97,-817.551,606.985,-50.049,-793.174,424.56,-92.295,0,0,0,-703.148,383.043,-190.606,-603.84,216.539,-358.049,-575.411,233.502,-447.153,-664.497,87.666,-326.146,-721.187,124.032,-389.446,-738.121,66.076,-341.771,-950.876,617.085,-303.352,-1016.021,471.77,-204.131,-950.547,460.545,-125.742,-1034.051,283.999,-169.811,-1015.25,82.514,-203.604,-928.596,48.178,-219.991,-1118.364,48.258,-102.569,-1057.618,55.221,-55.215,-1104.404,51.225,-33.503
109,-847.578,1611.859,-164.503,-807.95,1551.209,-86.603,-699.103,1549.142,-126.967,-852.666,1538.113,-248.533,-749.543,1530.261,-274.764,-656.377,1357.219,-243.109,-648.413,1131.1,-275.788,-811.167,1285.147,-170.314,-863.627,1127.398,-157.817,-734.086,1271.321,-74.081,-580.562,1275.04,-144.047,-595.659,1096.317,-33.593,-636.014,997.597,-4.992,-642.718,988.208,-82.186,-726.652,795.555,18.115,-799.262,818.979,-19.032,-699.44,873.476,14.464,-820.018,737.282,8.587,-761.911,719.853,18.938,-845.507,1297.446,-307.158,-686.066,1291.376,-364.57,-741.852,1197.382,-480.094,-763.211,1087.945,-545.423,-715.933,1051.015,-488.94,-752.927,881.673,-640.095,-830.916,871.148,-619.829,-783.431,976.211,-606.175,-824.673,829.95,-656.534,-760.005,810.387,-671.966,-781.959,939.638,-76.721,-909.543,961.179,-140.292,-654.87,925.044,-205.504,-925.809,972.13,-267.421,-713.341,938.241,-294.548,-776.649,951.041,-353.405,-811.256,603.075,-60.75,-785.258,421.151,-105.333,0,0,0,-692.88,379.508,-201.693,-590.604,213.041,-367.847,-559.56,230.781,-455.922,-653.65,84.085,-339.793,-707.897,122.164,-404.054,-726.986,63.499,-358.14,-947.384,615.67,-307.875,-1013.459,471.617,-207.564,-947.783,460.603,-129.145,-1032.559,284.333,-171.795,-1015.2,82.451,-203.838,-928.623,48.07,-219.962,-1118.465,48.246,-102.55,-1057.701,55.446,-55.242,-1104.484,51.284,-33.513
